acc x,acc y,acc z,accTime,com x,com y,com z,comTime,gyro x,gyro y,gyro z,gyroTime
-0.0945361703634,0.0411232113838,-1.19020605087,100.874317169,,,,,5.41,188.93,-5.74,100.873165131
-0.0654620304704,0.0428207367659,-1.18146538734,100.876708031,,,,,9.16,188.83,-5.41,100.873548985
-0.0233036838472,0.0476383566856,-1.17129313946,100.879180193,,,,,9.24,189.86,-4.39,100.87391305
-0.00988325849175,0.0516157075763,-1.15315163136,100.881572008,,,,,7.66,191.15,-3.43,100.874829054
-0.0070821903646,0.0590050593019,-1.13090634346,100.884003162,,,,,0.57,190.62,-3.89,100.875227213
0.0113235926256,0.0541127845645,-1.13213169575,100.88649416,,,,,-0.74,188.04,-5.14,100.87559104
0.0170910861343,0.0493139177561,-1.15349304676,100.888853073,,,,,-0.53,187.95,-5.1,100.875955105
0.0199076980352,0.0480366200209,-1.1690582037,100.89124012,,,,,-0.28,189.1,-4.7,100.876317024
0.016918476671,0.0548449084163,-1.19570410252,100.893704176,,,,,0.17,191.86,-3.93,100.877241135
0.0122061278671,0.0615539327264,-1.17905533314,100.896092176,,,,,-1.72,187.79,-4.95,100.877701044
-0.00746920518577,0.0525876879692,-1.18443608284,100.898483038,,,,,-3.14,185.45,-5.31,100.878065109
-0.00799214839935,0.0456852242351,-1.19550323486,100.90085721,,,,,-4.37,184.21,-5.48,100.878427029
0.00282001122832,0.0494599938393,-1.18938696384,100.903318167,,,,,-3.9,185.23,-5.67,100.878787994
0.0027922950685,0.0562887936831,-1.18890428543,100.905691147,,,,,-1.88,185.94,-5.77,100.879692078
0.00283634290099,0.0532863214612,-1.17026340961,100.908106089,,,,,2.83,182.67,-6.44,100.88008213
-0.00898311287165,0.0513493865728,-1.14153790474,100.910516977,,,,,2.01,179.99,-6.47,100.88044405
-0.0197939015925,0.0510967895389,-1.11707806587,100.912936211,,,,,-1.27,175.7,-6.55,100.880814075
-0.0110980384052,0.0581663250923,-1.12607634068,100.915320158,,,,,-2.05,174.26,-6.53,100.881180048
-0.0206763185561,0.0802998691797,-1.13669037819,100.917742014,,,,,-0.18,172.73,-6.1,100.882079124
-0.0237474888563,0.0787974223495,-1.1269954443,100.920144081,,,,,2.81,167.46,-3.78,100.882469177
-0.0181704871356,0.0493268445134,-1.11971926689,100.922515154,,,,,2.02,164.52,-3.25,100.882882118
-0.0153412297368,0.0198798235506,-1.12325036526,100.925206184,,,,,0.51,161.09,-3.04,100.883246183
-0.0176903791726,0.0465676784515,-1.11673212051,100.927623987,,,,,-1.98,155.66,-3.37,100.883609056
-0.0190872773528,0.0844826474786,-1.10254991055,100.929999113,,,,,-2.32,154.08,-3.45,100.884572983
-0.0130466707051,0.074622489512,-1.09162056446,100.932408094,,,,,-0.2,151.66,-2.56,100.884966135
-0.0176574140787,0.0475327074528,-1.09482300282,100.934888124,,,,,0.73,149.73,-2.59,100.885334015
-0.0198315493762,0.0466848686337,-1.10498189926,100.937265158,,,,,1.59,144.0,-3.6,100.885740042
-0.0093960724771,0.0776302814484,-1.09361076355,100.939640045,,,,,1.43,141.34,-4.37,100.886104107
-0.012829978019,0.0745541229844,-1.07976973057,100.94206214,,,,,0.13,138.62,-5.29,100.887006044
-0.0203962810338,0.0617164820433,-1.08199942112,100.944502115,,,,,-0.58,137.25,-5.77,100.887395144
-0.0240591876209,0.0896311327815,-1.0735014677,100.946890116,,,,,0.73,132.65,-5.88,100.887756109
-0.022449914366,0.097014605999,-1.08507454395,100.949263096,,,,,1.82,129.48,-5.89,100.888117075
-0.014944601804,0.0762699395418,-1.09809207916,100.95167017,,,,,2.92,124.41,-5.54,100.888478041
-0.0142810828984,0.0897183716297,-1.08820605278,100.954105139,,,,,2.36,123.2,-5.38,100.88936615
-0.0177575685084,0.0879992395639,-1.05776429176,100.956479073,,,,,-2.03,117.72,-4.74,100.889756203
-0.0237266235054,0.0586068183184,-1.06041646004,100.958909035,,,,,-2.83,114.7,-4.45,100.890124083
-0.0251824371517,0.0425392538309,-1.05886483192,100.961283207,,,,,-2.17,109.2,-3.71,100.890488148
-0.0171680189669,0.0477833747864,-1.05396795273,100.963688135,,,,,-0.96,107.96,-3.54,100.890849113
-0.0105474069715,0.0597112625837,-1.05288374424,100.966113091,,,,,1.16,106.44,-3.51,100.891752005
-0.00849272869527,0.0594288855791,-1.05822372437,100.968486071,,,,,0.24,102.97,-3.31,100.892141104
-0.00531360134482,0.0587201118469,-1.07110142708,100.970860004,,,,,-3.07,97.51,-2.86,100.892502069
-0.00981868058443,0.0500975102186,-1.06151866913,100.973263979,,,,,-4.22,95.74,-2.88,100.892901182
-0.0071249678731,0.0257168132812,-1.04615259171,100.975661039,,,,,-2.31,94.06,-3.56,100.893268108
-0.000983988749795,0.0132067035884,-1.03682887554,100.978061199,,,,,0.34,93.46,-3.73,100.894215107
-0.00142327870708,0.040463283658,-1.04303240776,100.98043108,,,,,3.73,88.13,-2.02,100.894603014
0.00133109476883,0.0555587783456,-1.05005979538,100.982872009,,,,,1.13,85.92,-1.25,100.894965172
-0.00888281688094,0.0445740669966,-1.04044270515,100.985254049,,,,,-5.71,82.08,-0.91,100.895334005
-0.0148647986352,0.0296736266464,-1.03891181946,100.98766017,,,,,-7.21,80.65,-1.15,100.895702124
-0.00254024192691,0.0275979284197,-1.05987536907,100.990071058,,,,,-4.15,78.18,-1.1,100.896636009
-0.0127934366465,0.02153054066,-1.08032226562,100.992439985,,,,,0.32,75.68,0.46,100.897025108
